,userName,score,at,content,casefolding,cleaning,Tokenize,normalisasi,stopwords removal,stemming,data_clean
501,Firman Maulana,1,2023-09-30 12:52:07,"Saya kecewa berat saat driver datang dan saya sudah duduk di kendaraan dia langsung cancel karena lokasi mungkin agak jauh, harusnya kalau lokasi yang saya tuju lumayan jauh kan bisa gak di ambil. Jujur kecewa sekali baru ini nyoba maxim udah kecewa, gak rekomendasi buat kalian yang di kota kisaran. Sangat sangat kecewa sama jasa pelayanannya.","saya kecewa berat saat driver datang dan saya sudah duduk di kendaraan dia langsung cancel karena lokasi mungkin agak jauh, harusnya kalau lokasi yang saya tuju lumayan jauh kan bisa gak di ambil. jujur kecewa sekali baru ini nyoba maxim udah kecewa, gak rekomendasi buat kalian yang di kota kisaran. sangat sangat kecewa sama jasa pelayanannya.",saya kecewa berat sat driver datang dan saya sudah duduk di kendaran dia langsung cancel karena lokasi mungkin agak jauh harusnya kalau lokasi yang saya tuju lumayan jauh kan bisa gak di ambil jujur kecewa sekali baru ini nyoba maxim udah kecewa gak rekomendasi buat kalian yang di kota kisaran sangat sangat kecewa sama jasa pelayananya,"['saya', 'kecewa', 'berat', 'sat', 'driver', 'datang', 'dan', 'saya', 'sudah', 'duduk', 'di', 'kendaran', 'dia', 'langsung', 'cancel', 'karena', 'lokasi', 'mungkin', 'agak', 'jauh', 'harusnya', 'kalau', 'lokasi', 'yang', 'saya', 'tuju', 'lumayan', 'jauh', 'kan', 'bisa', 'gak', 'di', 'ambil', 'jujur', 'kecewa', 'sekali', 'baru', 'ini', 'nyoba', 'maxim', 'udah', 'kecewa', 'gak', 'rekomendasi', 'buat', 'kalian', 'yang', 'di', 'kota', 'kisaran', 'sangat', 'sangat', 'kecewa', 'sama', 'jasa', 'pelayananya']","['saya', 'kecewa', 'berat', 'sat', 'driver', 'datang', 'dan', 'saya', 'sudah', 'duduk', 'di', 'kendaran', 'dia', 'langsung', 'cancel', 'karena', 'lokasi', 'mungkin', 'agak', 'jauh', 'harusnya', 'kalau', 'lokasi', 'yang', 'saya', 'tuju', 'lumayan', 'jauh', 'kan', 'bisa', 'gak', 'di', 'ambil', 'jujur', 'kecewa', 'sekali', 'baru', 'ini', 'nyoba', 'maxim', 'udah', 'kecewa', 'gak', 'rekomendasi', 'buat', 'kalian', 'yang', 'di', 'kota', 'kisaran', 'sangat', 'sangat', 'kecewa', 'sama', 'jasa', 'pelayananya']","['kecewa', 'berat', 'sat', 'driver', 'duduk', 'kendaran', 'langsung', 'cancel', 'lokasi', 'lokasi', 'tuju', 'lumayan', 'gak', 'ambil', 'jujur', 'kecewa', 'nyoba', 'maxim', 'udah', 'kecewa', 'gak', 'rekomendasi', 'kota', 'kisaran', 'kecewa', 'jasa', 'pelayananya']","['kecewa', 'berat', 'sat', 'driver', 'duduk', 'kendaran', 'langsung', 'cancel', 'lokasi', 'lokasi', 'tuju', 'lumayan', 'gak', 'ambil', 'jujur', 'kecewa', 'nyoba', 'maxim', 'udah', 'kecewa', 'gak', 'rekomendasi', 'kota', 'kisar', 'kecewa', 'jasa', 'pelayananya']",kecewa berat sat driver duduk kendaran langsung cancel lokasi lokasi tuju lumayan gak ambil jujur kecewa nyoba maxim udah kecewa gak rekomendasi kota kisar kecewa jasa pelayananya
502,ATFA Chanel,5,2023-09-26 1:46:38,"Harusnya perbaiki sistem titik kordinat mapsnya. Tiap titik selalu tidak sesuai, dan harus manual. Kadang juga kasihan kepada drivernya. Aplikasi driver tidak henti untuk menerima pendaftaran driver baru, sedangkan sistem maps di aplikasi pelanggannya masih belum diperbaiki. Makin banyak driver baru, makin sedikin pelanggan/penumpang maxim.","harusnya perbaiki sistem titik kordinat mapsnya. tiap titik selalu tidak sesuai, dan harus manual. kadang juga kasihan kepada drivernya. aplikasi driver tidak henti untuk menerima pendaftaran driver baru, sedangkan sistem maps di aplikasi pelanggannya masih belum diperbaiki. makin banyak driver baru, makin sedikin pelanggan/penumpang maxim.",harusnya perbaiki sistem titik kordinat mapsnya tiap titik selalu tidak sesuai dan harus manual kadang juga kasihan kepada drivernya aplikasi driver tidak henti untuk menerima pendaftaran driver baru sedangkan sistem maps di aplikasi pelanganya masih belum diperbaiki makin banyak driver baru makin sedikin pelangan penumpang maxim,"['harusnya', 'perbaiki', 'sistem', 'titik', 'kordinat', 'mapsnya', 'tiap', 'titik', 'selalu', 'tidak', 'sesuai', 'dan', 'harus', 'manual', 'kadang', 'juga', 'kasihan', 'kepada', 'drivernya', 'aplikasi', 'driver', 'tidak', 'henti', 'untuk', 'menerima', 'pendaftaran', 'driver', 'baru', 'sedangkan', 'sistem', 'maps', 'di', 'aplikasi', 'pelanganya', 'masih', 'belum', 'diperbaiki', 'makin', 'banyak', 'driver', 'baru', 'makin', 'sedikin', 'pelangan', 'penumpang', 'maxim']","['harusnya', 'perbaiki', 'sistem', 'titik', 'kordinat', 'mapsnya', 'tiap', 'titik', 'selalu', 'tidak', 'sesuai', 'dan', 'harus', 'manual', 'kadang', 'juga', 'kasihan', 'kepada', 'drivernya', 'aplikasi', 'driver', 'tidak', 'henti', 'untuk', 'menerima', 'pendaftaran', 'driver', 'baru', 'sedangkan', 'sistem', 'maps', 'di', 'aplikasi', 'pelanganya', 'masih', 'belum', 'diperbaiki', 'makin', 'banyak', 'driver', 'baru', 'makin', 'sedikin', 'pelangan', 'penumpang', 'maxim']","['perbaiki', 'sistem', 'titik', 'kordinat', 'mapsnya', 'titik', 'sesuai', 'manual', 'kadang', 'kasihan', 'drivernya', 'aplikasi', 'driver', 'henti', 'menerima', 'pendaftaran', 'driver', 'sistem', 'maps', 'aplikasi', 'pelanganya', 'diperbaiki', 'driver', 'sedikin', 'pelangan', 'penumpang', 'maxim']","['baik', 'sistem', 'titik', 'kordinat', 'mapsnya', 'titik', 'sesuai', 'manual', 'kadang', 'kasihan', 'drivernya', 'aplikasi', 'driver', 'henti', 'terima', 'daftar', 'driver', 'sistem', 'maps', 'aplikasi', 'pelanganya', 'baik', 'driver', 'sedikin', 'pelang', 'tumpang', 'maxim']",baik sistem titik kordinat mapsnya titik sesuai manual kadang kasihan drivernya aplikasi driver henti terima daftar driver sistem maps aplikasi pelanganya baik driver sedikin pelang tumpang maxim
503,Calzea Grape,2,2023-08-05 14:38:03,"Dari awal sampai saat ini masalah selalu di MAPS, yg terdaftar cuma alamat toko/kios/kuliner. Kebanyakan keluhan pengalaman pengguna pasti soal ini, tapi masih saja belum ada perubahan. Sangat menyulitkan waktu saat order.","dari awal sampai saat ini masalah selalu di maps, yg terdaftar cuma alamat toko/kios/kuliner. kebanyakan keluhan pengalaman pengguna pasti soal ini, tapi masih saja belum ada perubahan. sangat menyulitkan waktu saat order.",dari awal sampai sat ini masalah selalu di maps yg terdaftar cuma alamat toko kios kuliner kebanyakan keluhan pengalaman penguna pasti soal ini tapi masih saja belum ada perubahan sangat menyulitkan waktu sat order,"['dari', 'awal', 'sampai', 'sat', 'ini', 'masalah', 'selalu', 'di', 'maps', 'yg', 'terdaftar', 'cuma', 'alamat', 'toko', 'kios', 'kuliner', 'kebanyakan', 'keluhan', 'pengalaman', 'penguna', 'pasti', 'soal', 'ini', 'tapi', 'masih', 'saja', 'belum', 'ada', 'perubahan', 'sangat', 'menyulitkan', 'waktu', 'sat', 'order']","['dari', 'awal', 'sampai', 'sat', 'ini', 'masalah', 'selalu', 'di', 'maps', 'yg', 'terdaftar', 'cuma', 'alamat', 'toko', 'kios', 'kuliner', 'kebanyakan', 'keluhan', 'pengalaman', 'penguna', 'pasti', 'soal', 'ini', 'tapi', 'masih', 'saja', 'belum', 'ada', 'perubahan', 'sangat', 'menyulitkan', 'waktu', 'sat', 'order']","['sat', 'maps', 'terdaftar', 'alamat', 'toko', 'kios', 'kuliner', 'kebanyakan', 'keluhan', 'pengalaman', 'penguna', 'perubahan', 'menyulitkan', 'sat', 'order']","['sat', 'maps', 'daftar', 'alamat', 'toko', 'kios', 'kuliner', 'banyak', 'keluh', 'alam', 'penguna', 'ubah', 'sulit', 'sat', 'order']",sat maps daftar alamat toko kios kuliner banyak keluh alam penguna ubah sulit sat order
504,Afdel Hafiz Khatami,2,2023-07-31 4:26:56,"Tolong dong sistem maps nya diperbaiki, susah kita mau cari alamat titik penjemputan maupun tujuan. Kebanyakan alamat yg kita cari itu ga ada di maxim, jadi gimana kami mau menggunakan aplikasi ini coba? Alamat yg tertera di maps itu kebanyakan ga ada di maxim, tolong di perbaiki","tolong dong sistem maps nya diperbaiki, susah kita mau cari alamat titik penjemputan maupun tujuan. kebanyakan alamat yg kita cari itu ga ada di maxim, jadi gimana kami mau menggunakan aplikasi ini coba? alamat yg tertera di maps itu kebanyakan ga ada di maxim, tolong di perbaiki",tolong dong sistem maps nya diperbaiki susah kita mau cari alamat titik penjemputan maupun tujuan kebanyakan alamat yg kita cari itu ga ada di maxim jadi gimana kami mau mengunakan aplikasi ini coba alamat yg tertera di maps itu kebanyakan ga ada di maxim tolong di perbaiki,"['tolong', 'dong', 'sistem', 'maps', 'nya', 'diperbaiki', 'susah', 'kita', 'mau', 'cari', 'alamat', 'titik', 'penjemputan', 'maupun', 'tujuan', 'kebanyakan', 'alamat', 'yg', 'kita', 'cari', 'itu', 'ga', 'ada', 'di', 'maxim', 'jadi', 'gimana', 'kami', 'mau', 'mengunakan', 'aplikasi', 'ini', 'coba', 'alamat', 'yg', 'tertera', 'di', 'maps', 'itu', 'kebanyakan', 'ga', 'ada', 'di', 'maxim', 'tolong', 'di', 'perbaiki']","['tolong', 'dong', 'sistem', 'maps', 'nya', 'diperbaiki', 'susah', 'kita', 'mau', 'cari', 'alamat', 'titik', 'penjemputan', 'maupun', 'tujuan', 'kebanyakan', 'alamat', 'yg', 'kita', 'cari', 'itu', 'ga', 'ada', 'di', 'maxim', 'jadi', 'gimana', 'kami', 'mau', 'mengunakan', 'aplikasi', 'ini', 'coba', 'alamat', 'yg', 'tertera', 'di', 'maps', 'itu', 'kebanyakan', 'ga', 'ada', 'di', 'maxim', 'tolong', 'di', 'perbaiki']","['tolong', 'sistem', 'maps', 'diperbaiki', 'susah', 'cari', 'alamat', 'titik', 'penjemputan', 'tujuan', 'kebanyakan', 'alamat', 'cari', 'ga', 'maxim', 'gimana', 'mengunakan', 'aplikasi', 'coba', 'alamat', 'tertera', 'maps', 'kebanyakan', 'ga', 'maxim', 'tolong', 'perbaiki']","['tolong', 'sistem', 'maps', 'baik', 'susah', 'cari', 'alamat', 'titik', 'jemput', 'tuju', 'banyak', 'alamat', 'cari', 'ga', 'maxim', 'gimana', 'mengunakan', 'aplikasi', 'coba', 'alamat', 'tera', 'maps', 'banyak', 'ga', 'maxim', 'tolong', 'baik']",tolong sistem maps baik susah cari alamat titik jemput tuju banyak alamat cari ga maxim gimana mengunakan aplikasi coba alamat tera maps banyak ga maxim tolong baik
505,Nugroho Indro,1,2023-10-05 6:32:46,"Kurang menyenangkan, dalam hal penjelasan di awal. Utk pengalaman para pengguna transport online, pemesanan dari keluar bandara ketujuan kena 105k utk 11km (tanyakan juga sudah termasuk parkir atau belum)utk parkir bandara sendiri sudah 15k.. Dalam perjalanan sudah tidak mengikuti aturan tertib berlalu lintas hanya demi alasan BIAR CEPET (utamakan penumpang bukan kejar setorannya).. Semoga ada perbaikan dalam segi pelayanannya.","kurang menyenangkan, dalam hal penjelasan di awal. utk pengalaman para pengguna transport online, pemesanan dari keluar bandara ketujuan kena 105k utk 11km (tanyakan juga sudah termasuk parkir atau belum)utk parkir bandara sendiri sudah 15k.. dalam perjalanan sudah tidak mengikuti aturan tertib berlalu lintas hanya demi alasan biar cepet (utamakan penumpang bukan kejar setorannya).. semoga ada perbaikan dalam segi pelayanannya.",kurang menyenangkan dalam hal penjelasan di awal utk pengalaman para penguna transport online pemesanan dari keluar bandara ketujuan kena k utk km tanyakan juga sudah termasuk parkir atau belum utk parkir bandara sendiri sudah k dalam perjalanan sudah tidak mengikuti aturan tertib berlalu lintas hanya demi alasan biar cepet utamakan penumpang bukan kejar setoranya semoga ada perbaikan dalam segi pelayananya,"['kurang', 'menyenangkan', 'dalam', 'hal', 'penjelasan', 'di', 'awal', 'utk', 'pengalaman', 'para', 'penguna', 'transport', 'online', 'pemesanan', 'dari', 'keluar', 'bandara', 'ketujuan', 'kena', 'k', 'utk', 'km', 'tanyakan', 'juga', 'sudah', 'termasuk', 'parkir', 'atau', 'belum', 'utk', 'parkir', 'bandara', 'sendiri', 'sudah', 'k', 'dalam', 'perjalanan', 'sudah', 'tidak', 'mengikuti', 'aturan', 'tertib', 'berlalu', 'lintas', 'hanya', 'demi', 'alasan', 'biar', 'cepet', 'utamakan', 'penumpang', 'bukan', 'kejar', 'setoranya', 'semoga', 'ada', 'perbaikan', 'dalam', 'segi', 'pelayananya']","['kurang', 'menyenangkan', 'dalam', 'hal', 'penjelasan', 'di', 'awal', 'utk', 'pengalaman', 'para', 'penguna', 'transport', 'online', 'pemesanan', 'dari', 'keluar', 'bandara', 'ketujuan', 'kena', 'k', 'utk', 'km', 'tanyakan', 'juga', 'sudah', 'termasuk', 'parkir', 'atau', 'belum', 'utk', 'parkir', 'bandara', 'sendiri', 'sudah', 'k', 'dalam', 'perjalanan', 'sudah', 'tidak', 'mengikuti', 'aturan', 'tertib', 'berlalu', 'lintas', 'hanya', 'demi', 'alasan', 'biar', 'cepet', 'utamakan', 'penumpang', 'bukan', 'kejar', 'setoranya', 'semoga', 'ada', 'perbaikan', 'dalam', 'segi', 'pelayananya']","['menyenangkan', 'penjelasan', 'utk', 'pengalaman', 'penguna', 'transport', 'online', 'pemesanan', 'bandara', 'ketujuan', 'kena', 'k', 'utk', 'km', 'parkir', 'utk', 'parkir', 'bandara', 'k', 'perjalanan', 'mengikuti', 'aturan', 'tertib', 'lintas', 'alasan', 'biar', 'cepet', 'utamakan', 'penumpang', 'kejar', 'setoranya', 'semoga', 'perbaikan', 'segi', 'pelayananya']","['senang', 'jelas', 'utk', 'alam', 'penguna', 'transport', 'online', 'mesan', 'bandara', 'tuju', 'kena', 'k', 'utk', 'km', 'parkir', 'utk', 'parkir', 'bandara', 'k', 'jalan', 'ikut', 'atur', 'tertib', 'lintas', 'alas', 'biar', 'cepet', 'utama', 'tumpang', 'kejar', 'setoranya', 'moga', 'baik', 'segi', 'pelayananya']",senang jelas utk alam penguna transport online mesan bandara tuju kena k utk km parkir utk parkir bandara k jalan ikut atur tertib lintas alas biar cepet utama tumpang kejar setoranya moga baik segi pelayananya
506,Sandy Risdyandy,3,2023-11-22 0:55:59,"Mau cetak invoice perjalanan, tapi kok riwayat perjalanan yang sudah di lakukan tidak muncul, hilang.","mau cetak invoice perjalanan, tapi kok riwayat perjalanan yang sudah di lakukan tidak muncul, hilang.",mau cetak invoice perjalanan tapi kok riwayat perjalanan yang sudah di lakukan tidak muncul hilang,"['mau', 'cetak', 'invoice', 'perjalanan', 'tapi', 'kok', 'riwayat', 'perjalanan', 'yang', 'sudah', 'di', 'lakukan', 'tidak', 'muncul', 'hilang']","['mau', 'cetak', 'invoice', 'perjalanan', 'tapi', 'kok', 'riwayat', 'perjalanan', 'yang', 'sudah', 'di', 'lakukan', 'tidak', 'muncul', 'hilang']","['cetak', 'invoice', 'perjalanan', 'riwayat', 'perjalanan', 'lakukan', 'muncul', 'hilang']","['cetak', 'invoice', 'jalan', 'riwayat', 'jalan', 'laku', 'muncul', 'hilang']",cetak invoice jalan riwayat jalan laku muncul hilang
507,Den Chy,2,2023-09-29 1:34:00,Maxim transportasi murah tapi belum recomended. Titik jemput maupun tujuan gak bisa tepat. Untuk isi saldo juga masih ribet. Membaca tata caranya melalui menu uang ternyata menu yang dimaksud gak ada,maxim transportasi murah tapi belum recomended. titik jemput maupun tujuan gak bisa tepat. untuk isi saldo juga masih ribet. membaca tata caranya melalui menu uang ternyata menu yang dimaksud gak ada,maxim transportasi murah tapi belum recomended titik jemput maupun tujuan gak bisa tepat untuk isi saldo juga masih ribet membaca tata caranya melalui menu uang ternyata menu yang dimaksud gak ada,"['maxim', 'transportasi', 'murah', 'tapi', 'belum', 'recomended', 'titik', 'jemput', 'maupun', 'tujuan', 'gak', 'bisa', 'tepat', 'untuk', 'isi', 'saldo', 'juga', 'masih', 'ribet', 'membaca', 'tata', 'caranya', 'melalui', 'menu', 'uang', 'ternyata', 'menu', 'yang', 'dimaksud', 'gak', 'ada']","['maxim', 'transportasi', 'murah', 'tapi', 'belum', 'recomended', 'titik', 'jemput', 'maupun', 'tujuan', 'gak', 'bisa', 'tepat', 'untuk', 'isi', 'saldo', 'juga', 'masih', 'ribet', 'membaca', 'tata', 'caranya', 'melalui', 'menu', 'uang', 'ternyata', 'menu', 'yang', 'dimaksud', 'gak', 'ada']","['maxim', 'transportasi', 'murah', 'recomended', 'titik', 'jemput', 'tujuan', 'gak', 'isi', 'saldo', 'ribet', 'membaca', 'tata', 'menu', 'uang', 'menu', 'gak']","['maxim', 'transportasi', 'murah', 'recomended', 'titik', 'jemput', 'tuju', 'gak', 'isi', 'saldo', 'ribet', 'baca', 'tata', 'menu', 'uang', 'menu', 'gak']",maxim transportasi murah recomended titik jemput tuju gak isi saldo ribet baca tata menu uang menu gak
508,Ahsanul Hakim,3,2023-08-03 15:55:11,"Tingkatkan UI UX agar pengalaman pengguna semakin nyaman dan terjamin. Apalagi perihal map, beberapa saat terkadang tak sesuai titik real.","tingkatkan ui ux agar pengalaman pengguna semakin nyaman dan terjamin. apalagi perihal map, beberapa saat terkadang tak sesuai titik real.",tingkatkan ui ux agar pengalaman penguna semakin nyaman dan terjamin apalagi perihal map beberapa sat terkadang tak sesuai titik real,"['tingkatkan', 'ui', 'ux', 'agar', 'pengalaman', 'penguna', 'semakin', 'nyaman', 'dan', 'terjamin', 'apalagi', 'perihal', 'map', 'beberapa', 'sat', 'terkadang', 'tak', 'sesuai', 'titik', 'real']","['tingkatkan', 'ui', 'ux', 'agar', 'pengalaman', 'penguna', 'semakin', 'nyaman', 'dan', 'terjamin', 'apalagi', 'perihal', 'map', 'beberapa', 'sat', 'terkadang', 'tak', 'sesuai', 'titik', 'real']","['tingkatkan', 'ui', 'ux', 'pengalaman', 'penguna', 'nyaman', 'terjamin', 'perihal', 'map', 'sat', 'terkadang', 'sesuai', 'titik', 'real']","['tingkat', 'ui', 'ux', 'alam', 'penguna', 'nyaman', 'jamin', 'perihal', 'map', 'sat', 'terkadang', 'sesuai', 'titik', 'real']",tingkat ui ux alam penguna nyaman jamin perihal map sat terkadang sesuai titik real
509,Suryadi Yuliana (Suryadi),3,2023-08-10 5:31:05,"Mohon utk maxim foodnya lebih di sempurnakan, masih banyak yg blm sempurna. Perlakuan orderan malah terkesan seperti order pickup-delivery org/paket, bukan seperti order makanan di apk sebelah. Driver juga sampai bingung sendiri, kasihan bgt. Mudah²an ke depannya lebih baik dan bisa bersaing dgn yg lain.","mohon utk maxim foodnya lebih di sempurnakan, masih banyak yg blm sempurna. perlakuan orderan malah terkesan seperti order pickup-delivery org/paket, bukan seperti order makanan di apk sebelah. driver juga sampai bingung sendiri, kasihan bgt. mudah²an ke depannya lebih baik dan bisa bersaing dgn yg lain.",mohon utk maxim fodnya lebih di sempurnakan masih banyak yg blm sempurna perlakuan orderan malah terkesan seperti order pickup delivery org paket bukan seperti order makanan di apk sebelah driver juga sampai bingung sendiri kasihan bgt mudah an ke depanya lebih baik dan bisa bersaing dgn yg lain,"['mohon', 'utk', 'maxim', 'fodnya', 'lebih', 'di', 'sempurnakan', 'masih', 'banyak', 'yg', 'blm', 'sempurna', 'perlakuan', 'orderan', 'malah', 'terkesan', 'seperti', 'order', 'pickup', 'delivery', 'org', 'paket', 'bukan', 'seperti', 'order', 'makanan', 'di', 'apk', 'sebelah', 'driver', 'juga', 'sampai', 'bingung', 'sendiri', 'kasihan', 'bgt', 'mudah', 'an', 'ke', 'depanya', 'lebih', 'baik', 'dan', 'bisa', 'bersaing', 'dgn', 'yg', 'lain']","['mohon', 'utk', 'maxim', 'fodnya', 'lebih', 'di', 'sempurnakan', 'masih', 'banyak', 'yg', 'blm', 'sempurna', 'perlakuan', 'orderan', 'malah', 'terkesan', 'seperti', 'order', 'pickup', 'delivery', 'org', 'paket', 'bukan', 'seperti', 'order', 'makanan', 'di', 'apk', 'sebelah', 'driver', 'juga', 'sampai', 'bingung', 'sendiri', 'kasihan', 'bgt', 'mudah', 'an', 'ke', 'depanya', 'lebih', 'baik', 'dan', 'bisa', 'bersaing', 'dgn', 'yg', 'lain']","['mohon', 'utk', 'maxim', 'fodnya', 'sempurnakan', 'blm', 'sempurna', 'perlakuan', 'orderan', 'terkesan', 'order', 'pickup', 'delivery', 'org', 'paket', 'order', 'makanan', 'apk', 'sebelah', 'driver', 'bingung', 'kasihan', 'mudah', 'an', 'depanya', 'bersaing', 'dgn']","['mohon', 'utk', 'maxim', 'fodnya', 'sempurna', 'blm', 'sempurna', 'laku', 'order', 'kes', 'order', 'pickup', 'delivery', 'org', 'paket', 'order', 'makan', 'apk', 'belah', 'driver', 'bingung', 'kasihan', 'mudah', 'an', 'depa', 'saing', 'dgn']",mohon utk maxim fodnya sempurna blm sempurna laku order kes order pickup delivery org paket order makan apk belah driver bingung kasihan mudah an depa saing dgn
510,Anita Kurniasih,4,2023-10-01 16:23:45,"Alhamdulillah tdk pernah dikecewakan dg pelayanan drivernya. Semua ramah meski orderan rempong, jd tidak sungkan2 untuk ngasih tips banyak. Tinggal perbaiki aplikasi nya saja karena titik map tdk lengkap dan sering harus atur manual.","alhamdulillah tdk pernah dikecewakan dg pelayanan drivernya. semua ramah meski orderan rempong, jd tidak sungkan2 untuk ngasih tips banyak. tinggal perbaiki aplikasi nya saja karena titik map tdk lengkap dan sering harus atur manual.",alhamdulilah tdk pernah dikecewakan dg pelayanan drivernya semua ramah meski orderan rempong jd tidak sungkan untuk ngasih tips banyak tingal perbaiki aplikasi nya saja karena titik map tdk lengkap dan sering harus atur manual,"['alhamdulilah', 'tdk', 'pernah', 'dikecewakan', 'dg', 'pelayanan', 'drivernya', 'semua', 'ramah', 'meski', 'orderan', 'rempong', 'jd', 'tidak', 'sungkan', 'untuk', 'ngasih', 'tips', 'banyak', 'tingal', 'perbaiki', 'aplikasi', 'nya', 'saja', 'karena', 'titik', 'map', 'tdk', 'lengkap', 'dan', 'sering', 'harus', 'atur', 'manual']","['alhamdulilah', 'tdk', 'pernah', 'dikecewakan', 'dg', 'pelayanan', 'drivernya', 'semua', 'ramah', 'meski', 'orderan', 'rempong', 'jd', 'tidak', 'sungkan', 'untuk', 'ngasih', 'tips', 'banyak', 'tingal', 'perbaiki', 'aplikasi', 'nya', 'saja', 'karena', 'titik', 'map', 'tdk', 'lengkap', 'dan', 'sering', 'harus', 'atur', 'manual']","['alhamdulilah', 'tdk', 'dikecewakan', 'pelayanan', 'drivernya', 'ramah', 'orderan', 'rempong', 'jd', 'sungkan', 'ngasih', 'tips', 'tingal', 'perbaiki', 'aplikasi', 'titik', 'map', 'tdk', 'lengkap', 'atur', 'manual']","['alhamdulilah', 'tdk', 'kecewa', 'layan', 'drivernya', 'ramah', 'order', 'rempong', 'jd', 'sungkan', 'ngasih', 'tips', 'tingal', 'baik', 'aplikasi', 'titik', 'map', 'tdk', 'lengkap', 'atur', 'manual']",alhamdulilah tdk kecewa layan drivernya ramah order rempong jd sungkan ngasih tips tingal baik aplikasi titik map tdk lengkap atur manual
511,ARYA DAI,1,2023-09-04 4:32:09,"Tolong untuk masalah map, kordinat dan titik pemesanan diperbaiki, saya menaruh titik penjemputan di lokasi A malah melenceng hampir 50 an meter, saya pikir tidak hanya penumpang yang susah, melainkan pihak driver juga kesulitan","tolong untuk masalah map, kordinat dan titik pemesanan diperbaiki, saya menaruh titik penjemputan di lokasi a malah melenceng hampir 50 an meter, saya pikir tidak hanya penumpang yang susah, melainkan pihak driver juga kesulitan",tolong untuk masalah map kordinat dan titik pemesanan diperbaiki saya menaruh titik penjemputan di lokasi a malah melenceng hampir an meter saya pikir tidak hanya penumpang yang susah melainkan pihak driver juga kesulitan,"['tolong', 'untuk', 'masalah', 'map', 'kordinat', 'dan', 'titik', 'pemesanan', 'diperbaiki', 'saya', 'menaruh', 'titik', 'penjemputan', 'di', 'lokasi', 'a', 'malah', 'melenceng', 'hampir', 'an', 'meter', 'saya', 'pikir', 'tidak', 'hanya', 'penumpang', 'yang', 'susah', 'melainkan', 'pihak', 'driver', 'juga', 'kesulitan']","['tolong', 'untuk', 'masalah', 'map', 'kordinat', 'dan', 'titik', 'pemesanan', 'diperbaiki', 'saya', 'menaruh', 'titik', 'penjemputan', 'di', 'lokasi', 'a', 'malah', 'melenceng', 'hampir', 'an', 'meter', 'saya', 'pikir', 'tidak', 'hanya', 'penumpang', 'yang', 'susah', 'melainkan', 'pihak', 'driver', 'juga', 'kesulitan']","['tolong', 'map', 'kordinat', 'titik', 'pemesanan', 'diperbaiki', 'menaruh', 'titik', 'penjemputan', 'lokasi', 'a', 'melenceng', 'an', 'meter', 'pikir', 'penumpang', 'susah', 'driver', 'kesulitan']","['tolong', 'map', 'kordinat', 'titik', 'mesan', 'baik', 'taruh', 'titik', 'jemput', 'lokasi', 'a', 'lenceng', 'an', 'meter', 'pikir', 'tumpang', 'susah', 'driver', 'sulit']",tolong map kordinat titik mesan baik taruh titik jemput lokasi a lenceng an meter pikir tumpang susah driver sulit
512,Dod Surya,1,2023-09-19 2:40:44,"Sistem aplikasi yg sangat buruk. Pembayaran dari akun dipotong sangat lama, driver belum banyak yang mengetahui bahwa pembayaran bisa dilakukan non tunai. Sosialisasi bagaimana? Akibatnya saya harus membayar 2 kali, tunai dan saldo akun berkurang juga.","sistem aplikasi yg sangat buruk. pembayaran dari akun dipotong sangat lama, driver belum banyak yang mengetahui bahwa pembayaran bisa dilakukan non tunai. sosialisasi bagaimana? akibatnya saya harus membayar 2 kali, tunai dan saldo akun berkurang juga.",sistem aplikasi yg sangat buruk pembayaran dari akun dipotong sangat lama driver belum banyak yang mengetahui bahwa pembayaran bisa dilakukan non tunai sosialisasi bagaimana akibatnya saya harus membayar kali tunai dan saldo akun berkurang juga,"['sistem', 'aplikasi', 'yg', 'sangat', 'buruk', 'pembayaran', 'dari', 'akun', 'dipotong', 'sangat', 'lama', 'driver', 'belum', 'banyak', 'yang', 'mengetahui', 'bahwa', 'pembayaran', 'bisa', 'dilakukan', 'non', 'tunai', 'sosialisasi', 'bagaimana', 'akibatnya', 'saya', 'harus', 'membayar', 'kali', 'tunai', 'dan', 'saldo', 'akun', 'berkurang', 'juga']","['sistem', 'aplikasi', 'yg', 'sangat', 'buruk', 'pembayaran', 'dari', 'akun', 'dipotong', 'sangat', 'lama', 'driver', 'belum', 'banyak', 'yang', 'mengetahui', 'bahwa', 'pembayaran', 'bisa', 'dilakukan', 'non', 'tunai', 'sosialisasi', 'bagaimana', 'akibatnya', 'saya', 'harus', 'membayar', 'kali', 'tunai', 'dan', 'saldo', 'akun', 'berkurang', 'juga']","['sistem', 'aplikasi', 'buruk', 'pembayaran', 'akun', 'dipotong', 'driver', 'pembayaran', 'non', 'tunai', 'sosialisasi', 'akibatnya', 'membayar', 'kali', 'tunai', 'saldo', 'akun', 'berkurang']","['sistem', 'aplikasi', 'buruk', 'bayar', 'akun', 'potong', 'driver', 'bayar', 'non', 'tunai', 'sosialisasi', 'akibat', 'bayar', 'kali', 'tunai', 'saldo', 'akun', 'kurang']",sistem aplikasi buruk bayar akun potong driver bayar non tunai sosialisasi akibat bayar kali tunai saldo akun kurang
